date,temp2_max(c),temp2_min(c),temp2_ave(c),suface_pressure(pa),wind_speed50_max(m/s),wind_speed50_min(m/s),wind_speed50_ave(m/s),prectotcorr,total_demand(mw),max_generation(mw)
2019-07-31,31.37,25.77,28.57,100.09,6.27,4.15,5.21,11.73,12100.0,11862.0
2019-08-01,31.62,26.05,28.835,100.01,6.34,3.89,5.115,3.83,12100.0,12016.0
2019-08-02,30.44,25.98,28.21,99.9,6.12,3.57,4.845,2.74,11200.0,12035.0
2019-08-03,30.08,25.96,28.02,99.76,6.35,4.4,5.375,7.15,12300.0,11466.0
2019-08-04,32.82,26.06,29.44,99.57,4.93,3.23,4.08,5.39,12000.0,12655.0
2019-08-05,32.55,27.36,29.955,99.43,4.86,0.4,2.63,4.02,12800.0,12738.0
2019-08-06,30.69,27.75,29.22,99.34,6.32,0.84,3.58,14.4,12900.0,12342.0
2019-08-07,31.3,26.26,28.78,99.42,11.86,5.8,8.83,22.98,12300.0,10771.0
2019-08-08,30.65,25.9,28.275,99.71,9.93,6.46,8.195,46.46,10900.0,10781.0
2019-08-09,32.0,26.1,29.05,99.95,6.43,3.8,5.115,16.59,10500.0,11235.0
2019-08-10,32.92,26.52,29.72,99.9,5.18,1.8,3.49,15.63,11000.0,11049.0
2019-08-11,31.7,27.0,29.35,99.78,3.57,0.54,2.055,2.43,10450.0,10615.0
2019-08-12,30.7,27.11,28.905,99.66,7.09,1.38,4.235,13.24,10000.0,9818.0
2019-08-13,29.23,26.61,27.92,99.97,11.39,5.95,8.67,30.4,10500.0,9274.0
2019-08-14,29.33,26.37,27.85,100.29,8.14,5.92,7.03,54.01,10000.0,9666.0
2019-08-15,30.8,26.26,28.53,100.36,6.27,5.19,5.73,47.75,10000.0,9552.0
2019-08-16,30.33,26.38,28.355,100.17,6.26,4.91,5.585,12.92,10000.0,9808.0
2019-08-17,30.12,26.51,28.315,100.15,5.38,2.04,3.71,21.96,11000.0,10792.0
2019-08-18,30.03,25.91,27.97,100.33,11.16,4.77,7.965,5.12,11700.0,11188.0
2019-08-19,31.9,25.42,28.66,100.41,5.89,4.12,5.005,0.98,11900.0,11757.0
2019-08-20,32.32,25.59,28.955,100.25,5.47,2.97,4.22,0.38,12300.0,12142.0
2019-08-21,32.77,26.41,29.59,100.1,5.09,2.55,3.82,0.61,12800.0,12450.0
2019-08-22,32.55,26.68,29.615,100.04,4.14,0.45,2.295,8.11,12800.0,12021.0
2019-08-23,31.32,26.27,28.795,100.16,6.02,3.12,4.57,5.85,11900.0,11577.0
2019-08-24,29.89,26.03,27.96,100.19,8.31,4.3,6.305,10.28,12000.0,11814.0
2019-08-25,31.75,25.62,28.685,100.19,6.48,3.91,5.195,7.85,12400.0,12187.0
2019-08-26,31.3,26.28,28.79,100.19,6.2,5.05,5.625,6.87,12500.0,12461.0
2019-08-27,32.27,25.35,28.81,100.15,6.45,4.2,5.325,0.87,12700.0,12539.0
2019-08-28,30.5,26.04,28.27,100.26,5.27,4.27,4.77,0.44,12800.0,12693.0
2019-08-29,32.34,25.93,29.135,100.28,5.38,2.68,4.03,1.37,12800.0,12526.0
2019-08-30,32.4,26.35,29.375,100.04,4.8,1.06,2.93,1.61,12100.0,12272.0
2019-08-31,32.12,26.48,29.3,99.95,3.63,0.25,1.94,3.3,12600.0,12443.0
2019-09-01,32.76,26.98,29.87,99.97,3.91,0.24,2.075,16.73,12900.0,12717.0
2019-09-02,30.83,27.08,28.955,99.95,4.99,1.69,3.34,6.16,12700.0,12560.0
2019-09-03,31.87,26.22,29.045,99.95,8.22,4.12,6.17,9.86,12700.0,12472.0
2019-09-04,30.55,26.65,28.6,99.96,6.66,3.89,5.275,4.83,12700.0,12426.0
2019-09-05,31.15,26.34,28.745,100.02,7.41,4.52,5.965,4.63,12900.0,12344.0
2019-09-06,31.19,26.44,28.815,99.93,6.64,5.62,6.13,3.13,12000.0,11674.0
2019-09-08,31.99,26.51,29.25,100.09,6.95,5.8,6.375,7.32,12000.0,11979.0
2019-09-09,32.76,26.27,29.515,100.01,6.77,4.46,5.615,5.7,12400.0,11852.0
2019-09-10,31.23,27.02,29.125,100.06,6.31,3.12,4.715,11.49,11800.0,11854.0
2019-09-11,31.78,27.03,29.405,100.19,6.2,3.69,4.945,5.77,12500.0,12321.0
2019-09-12,29.31,26.34,27.825,100.41,7.26,5.48,6.37,20.47,12200.0,11432.0
2019-09-13,30.41,26.15,28.28,100.63,7.05,5.78,6.415,25.25,10500.0,10597.0
2019-09-14,31.09,25.67,28.38,100.57,5.98,4.59,5.285,9.69,12000.0,12038.0
2019-09-17,31.3,25.83,28.565,100.53,4.57,1.3,2.935,8.04,12500.0,12442.0
2019-09-18,32.76,25.33,29.045,100.79,3.8,0.91,2.355,8.67,12600.0,12329.0
2019-09-19,33.61,26.01,29.81,100.8,2.73,0.42,1.575,4.04,12700.0,12473.0
2019-09-20,32.03,26.18,29.105,100.7,2.96,1.16,2.06,7.87,11600.0,11717.0
2019-09-21,32.4,26.64,29.52,100.62,2.36,0.27,1.315,2.23,12000.0,11991.0
2019-09-22,31.99,26.83,29.41,100.75,3.57,0.48,2.025,21.57,12300.0,11378.0
2019-09-23,30.75,25.26,28.005,100.99,4.31,1.9,3.105,14.76,11900.0,11620.0
2019-09-24,28.4,25.42,26.91,101.1,5.35,3.55,4.45,20.97,11900.0,10641.0
2019-09-26,29.46,23.67,26.565,101.43,3.58,0.36,1.97,28.28,11300.0,10279.0
2019-09-27,29.93,24.12,27.025,101.32,2.35,0.19,1.27,6.51,10700.0,10379.0
2019-09-28,27.98,24.1,26.04,101.2,2.82,0.11,1.465,5.26,11500.0,10687.0
2019-09-29,27.89,23.29,25.59,101.24,4.66,0.87,2.765,21.69,11300.0,9979.0
2019-09-30,28.16,23.26,25.71,100.92,5.2,1.41,3.305,22.16,10600.0,10426.0
2019-10-01,29.96,24.63,27.295,100.67,6.11,4.28,5.195,14.85,10700.0,10478.0
2019-10-02,30.83,24.01,27.42,100.75,5.05,0.34,2.695,8.28,11200.0,11257.0
2019-10-03,30.83,24.4,27.615,100.78,3.22,1.81,2.515,7.66,11600.0,11122.0
2019-10-04,29.62,25.06,27.34,100.76,3.81,1.08,2.445,3.76,11000.0,10722.0
2019-10-05,30.05,24.48,27.265,100.75,3.19,2.13,2.66,4.75,11500.0,11556.0
2019-10-06,30.42,25.19,27.805,100.83,3.52,0.94,2.23,6.59,11400.0,11301.0
2019-10-07,29.18,24.8,26.99,100.93,3.38,1.61,2.495,6.07,11800.0,10945.0
2019-10-08,28.98,25.05,27.015,100.98,3.58,0.98,2.28,8.22,10700.0,10450.0
2019-10-09,28.49,24.05,26.27,101.0,4.12,2.33,3.225,16.84,11600.0,10284.0
2019-10-10,29.06,22.81,25.935,100.9,4.16,2.28,3.22,24.01,10500.0,9992.0
2019-10-11,30.26,24.05,27.155,100.84,3.28,0.21,1.745,7.01,10400.0,9945.0
2019-10-12,30.08,23.98,27.03,100.94,2.74,0.94,1.84,0.9,11600.0,11327.0
2019-10-13,29.92,22.45,26.185,100.99,4.4,1.39,2.895,0.0,11700.0,11219.0
2019-10-14,30.09,21.74,25.915,101.07,5.28,2.9,4.09,0.0,11500.0,11326.0
2019-10-15,31.1,22.42,26.76,101.1,5.22,0.08,2.65,0.04,11600.0,11666.0
2019-10-20,29.9,23.08,26.49,101.14,5.89,2.64,4.265,0.0,12000.0,11829.0
2019-10-21,29.86,22.48,26.17,100.97,4.38,2.38,3.38,1.31,12000.0,11707.0
2019-10-22,29.4,23.22,26.31,100.82,4.32,2.44,3.38,1.81,11700.0,11586.0
2019-10-23,28.75,22.05,25.4,100.85,5.05,2.1,3.575,3.83,11800.0,11063.0
2019-10-24,22.76,20.66,21.71,101.11,6.44,2.6,4.52,58.89,10500.0,9023.0
2019-10-25,26.0,20.51,23.255,101.02,6.57,4.69,5.63,45.79,9900.0,7696.0
2019-10-26,28.3,23.51,25.905,100.95,5.23,2.58,3.905,84.43,10500.0,9282.0
2019-10-27,28.15,22.04,25.095,101.04,5.24,2.46,3.85,7.34,10500.0,9660.0
2019-10-28,27.05,20.63,23.84,101.15,5.36,3.64,4.5,0.18,10300.0,9849.0
2019-10-29,27.71,19.02,23.365,101.12,4.93,1.2,3.065,0.0,10100.0,10099.0
2019-10-30,28.98,20.58,24.78,101.0,4.73,1.12,2.925,0.0,10500.0,10244.0
2019-10-31,28.64,20.71,24.675,100.95,5.16,1.91,3.535,0.0,10400.0,10109.0
2019-11-01,28.83,21.96,25.395,100.97,5.28,2.71,3.995,0.0,9500.0,10255.0
2019-11-02,29.54,20.83,25.185,100.99,5.31,1.97,3.64,0.0,10250.0,10249.0
2019-11-03,29.08,21.7,25.39,101.02,4.38,1.41,2.895,0.0,10600.0,10161.0
2019-11-04,28.75,21.87,25.31,100.99,3.54,1.95,2.745,0.0,10500.0,9976.0
2019-11-05,29.1,21.59,25.345,100.85,3.68,1.48,2.58,0.0,10500.0,9679.0
2019-11-06,28.53,20.76,24.645,100.82,4.66,2.47,3.565,0.0,10400.0,8117.0
2019-11-07,29.57,18.3,23.935,100.85,4.88,0.97,2.925,0.0,10200.0,8469.0
2019-11-08,27.5,20.01,23.755,100.99,4.93,1.59,3.26,2.72,9000.0,7068.0
2019-11-09,24.62,21.94,23.28,100.97,9.07,3.26,6.165,33.26,9800.0,8837.0
2019-11-10,25.37,21.65,23.51,100.71,9.07,6.41,7.74,26.92,8500.0,8998.0
2019-11-11,27.37,20.31,23.84,100.8,6.64,3.67,5.155,5.24,9000.0,9123.0
2019-11-12,27.92,19.89,23.905,101.11,3.53,1.58,2.555,0.56,9600.0,9360.0
2019-11-13,27.31,18.6,22.955,101.32,4.78,2.52,3.65,0.0,9500.0,8392.0
2019-11-14,28.69,19.23,23.96,101.3,5.04,0.16,2.6,0.0,9500.0,9295.0
2019-11-15,28.34,20.25,24.295,101.2,2.95,0.98,1.965,0.0,8800.0,9096.0
2019-11-16,27.98,19.05,23.515,101.17,3.7,0.84,2.27,0.0,9400.0,9179.0
2019-11-17,27.3,19.46,23.38,101.15,3.45,1.67,2.56,0.0,9700.0,9021.0
2019-11-18,27.12,18.99,23.055,101.21,2.48,0.2,1.34,0.0,9500.0,8929.0
2019-11-19,27.08,18.86,22.97,101.21,4.0,0.55,2.275,0.0,9300.0,8785.0
2019-11-20,25.66,17.74,21.7,101.32,5.52,1.79,3.655,0.0,9200.0,7886.0
2019-11-21,26.64,16.22,21.43,101.36,3.44,0.95,2.195,0.0,9200.0,8946.0
2019-11-22,26.02,17.76,21.89,101.38,2.3,0.82,1.56,0.0,8000.0,8855.0
2019-11-23,26.31,18.87,22.59,101.34,2.39,1.66,2.025,0.0,8500.0,8982.0
2019-11-24,26.02,17.41,21.715,101.3,3.36,0.79,2.075,0.0,7200.0,8904.0
2019-11-25,26.24,17.69,21.965,101.37,3.36,0.89,2.125,0.0,9000.0,9185.0
2019-11-26,27.62,18.61,23.115,101.33,3.32,0.72,2.02,0.0,9000.0,9051.0
2019-11-27,26.87,17.24,22.055,101.37,3.45,1.38,2.415,0.0,9100.0,8049.0
2019-11-28,28.41,17.55,22.98,101.33,2.91,0.48,1.695,0.0,9300.0,8989.0
2019-11-29,27.69,18.1,22.895,101.29,3.65,0.8,2.225,0.0,8400.0,8778.0
2019-11-30,26.69,17.76,22.225,101.29,3.69,1.59,2.64,0.0,9100.0,8542.0
2019-12-03,24.15,13.9,19.025,101.41,5.12,2.48,3.8,0.0,8700.0,8692.0
2019-12-06,27.13,15.62,21.375,101.7,5.44,0.47,2.955,0.0,8000.0,7568.0
2019-12-07,25.57,15.19,20.38,101.62,4.82,1.74,3.28,0.0,8500.0,8538.0
2019-12-08,25.92,17.48,21.7,101.58,3.09,0.06,1.575,0.0,8800.0,8619.0
2019-12-09,25.02,17.55,21.285,101.55,3.84,0.55,2.195,0.0,8700.0,8721.0
2019-12-10,24.08,15.17,19.625,101.38,4.09,1.57,2.83,0.0,8700.0,8538.0
2019-12-11,24.37,14.53,19.45,101.32,3.69,0.88,2.285,0.0,8700.0,8528.0
2019-12-12,23.83,15.19,19.51,101.45,4.98,2.2,3.59,0.0,8600.0,8622.0
2019-12-13,24.39,14.66,19.525,101.59,3.49,0.31,1.9,0.0,7500.0,7568.0
2019-12-14,25.58,14.23,19.905,101.63,3.98,0.75,2.365,0.0,8500.0,8523.0
2019-12-15,24.63,15.08,19.855,101.57,5.44,2.27,3.855,0.01,8700.0,8517.0
2019-12-16,23.9,15.7,19.8,101.5,5.78,1.95,3.865,0.0,8000.0,7443.0
2019-12-17,23.42,13.96,18.69,101.61,5.1,2.01,3.555,0.0,8600.0,8445.0
2019-12-18,21.32,11.79,16.555,101.67,7.31,3.79,5.55,0.0,8600.0,8479.0
2019-12-19,19.37,9.35,14.36,101.55,6.8,3.29,5.045,0.0,8600.0,8487.0
2019-12-20,20.08,8.83,14.455,101.41,5.88,1.62,3.75,0.0,7700.0,7597.0
2019-12-21,19.17,10.05,14.61,101.47,4.76,1.48,3.12,0.0,8500.0,8364.0
2019-12-22,20.12,10.22,15.17,101.49,5.06,1.95,3.505,0.0,8500.0,8600.0
2019-12-23,21.43,10.99,16.21,101.51,4.86,2.99,3.925,0.0,8600.0,8483.0
2019-12-24,21.72,9.86,15.79,101.57,5.52,3.29,4.405,0.0,8500.0,8636.0
2019-12-25,21.09,9.56,15.325,101.5,4.51,1.28,2.895,0.0,7600.0,8573.0
2019-12-26,22.48,10.74,16.61,101.42,6.33,1.46,3.895,1.02,8600.0,8489.0
2019-12-27,17.8,10.71,14.255,101.35,7.05,2.04,4.545,13.19,7700.0,7601.0
2019-12-28,20.18,7.79,13.985,101.55,7.49,3.98,5.735,0.79,8400.0,8711.0
2019-12-29,22.01,7.99,15.0,101.53,7.41,2.53,4.97,0.1,8700.0,8567.0
2019-12-30,22.62,8.84,15.73,101.59,7.2,0.91,4.055,0.0,8800.0,8702.0
2019-12-31,24.05,11.19,17.62,101.65,3.89,0.72,2.305,0.0,8900.0,8667.0
2020-01-01,25.55,14.86,20.205,101.77,2.2,0.77,1.485,0.0,7799.0,8436.0
2020-01-02,25.95,14.48,20.215,101.84,5.13,0.66,2.895,0.01,8026.0,8774.0
2020-01-04,22.98,14.05,18.515,101.42,3.6,1.55,2.575,2.65,6752.0,8397.0
2020-01-05,20.96,12.97,16.965,101.39,5.2,1.89,3.545,5.46,7518.0,8221.0
2020-01-06,20.11,9.19,14.65,101.75,6.05,2.65,4.35,0.16,7979.0,8575.0
2020-01-07,20.59,8.24,14.415,101.56,6.4,1.86,4.13,0.01,7974.0,8584.0
2020-01-08,21.0,10.22,15.61,101.48,3.77,1.43,2.6,0.0,8054.0,8689.0
2020-01-09,19.81,11.01,15.41,101.44,5.73,0.88,3.305,1.58,7869.0,8484.0
2020-01-10,21.55,12.3,16.925,101.51,5.31,2.6,3.955,0.39,7039.0,7680.0
2020-01-11,19.72,9.94,14.83,101.6,6.6,4.09,5.345,0.25,7960.0,8653.0
2020-01-13,21.13,8.59,14.86,101.21,5.57,1.45,3.51,0.0,8075.0,8827.0
2020-01-14,21.92,9.56,15.74,101.29,5.09,0.88,2.985,0.0,8083.0,8727.0
2020-01-15,22.61,11.58,17.095,101.41,3.25,1.41,2.33,0.0,8164.0,8762.0
2020-01-16,24.69,11.83,18.26,101.4,4.55,0.38,2.465,0.0,8295.0,8908.0
2020-01-17,26.36,13.19,19.775,101.44,4.94,0.73,2.835,0.0,7396.0,7918.0
2020-01-18,26.64,15.14,20.89,101.38,4.31,1.23,2.77,0.0,8259.0,8805.0
2020-01-19,25.83,14.78,20.305,101.35,8.54,0.54,4.54,0.07,8206.0,8978.0
2020-01-20,21.02,12.6,16.81,101.55,5.76,3.27,4.515,0.01,8339.0,8959.0
2020-01-21,20.68,9.28,14.98,101.73,4.05,2.51,3.28,0.0,8250.0,9009.0
2020-01-22,21.23,8.9,15.065,101.71,4.09,1.25,2.67,0.0,8310.0,9076.0
2020-01-23,22.05,11.37,16.71,101.47,4.93,1.2,3.065,0.0,8177.0,8895.0
2020-01-24,21.01,10.8,15.905,101.52,3.9,0.83,2.365,0.0,7418.0,8121.0
2020-01-25,21.64,9.83,15.735,101.47,3.37,1.41,2.39,0.0,8047.0,8866.0
2020-01-26,21.03,10.51,15.77,101.28,5.34,0.77,3.055,0.0,8216.0,9019.0
2020-01-27,21.05,9.98,15.515,101.25,4.13,0.58,2.355,0.0,8460.0,9068.0
2020-01-28,22.98,10.17,16.575,101.31,4.13,0.85,2.49,0.0,8330.0,9196.0
2020-01-29,22.55,13.63,18.09,101.5,4.12,0.77,2.445,1.33,8313.0,9223.0
2020-01-30,22.84,12.64,17.74,101.31,4.8,0.21,2.505,0.81,8203.0,9077.0
2020-01-31,22.97,14.21,18.59,101.34,4.66,1.83,3.245,0.2,7429.0,8250.0
2020-02-01,22.96,10.95,16.955,101.52,4.31,0.72,2.515,0.0,7878.0,8731.0
2020-02-02,22.4,10.17,16.285,101.69,5.69,1.45,3.57,0.0,8089.0,8940.0
2020-02-03,21.1,9.87,15.485,101.76,3.98,1.06,2.52,0.0,8154.0,8963.0
2020-02-04,22.34,9.71,16.025,101.55,4.34,2.28,3.31,0.0,8273.0,9126.0
2020-02-05,22.37,11.6,16.985,101.36,4.62,1.58,3.1,0.0,8276.0,9099.0
2020-02-06,23.83,11.16,17.495,101.53,4.2,2.39,3.295,0.0,8316.0,9132.0
2020-02-07,23.92,11.44,17.68,101.64,4.37,0.27,2.32,0.0,7254.0,8128.0
2020-02-08,23.96,11.19,17.575,101.68,6.52,2.54,4.53,0.04,8125.0,9014.0
2020-02-09,24.77,13.28,19.025,101.69,7.22,4.19,5.705,0.02,8316.0,9214.0
2020-02-10,23.48,8.8,16.14,101.67,5.32,2.33,3.825,0.16,8225.0,9172.0
2020-02-11,23.76,10.11,16.935,101.69,5.34,1.95,3.645,0.0,8290.0,9224.0
2020-02-12,23.97,9.29,16.63,101.61,5.43,1.88,3.655,0.0,8371.0,9305.0
2020-02-13,24.4,9.83,17.115,101.34,4.02,1.39,2.705,0.0,8232.0,9236.0
2020-02-14,25.42,11.89,18.655,100.92,4.29,2.22,3.255,0.0,7470.0,8313.0
2020-02-15,26.43,12.98,19.705,101.09,4.85,1.98,3.415,0.0,8326.0,9249.0
2020-02-16,26.82,15.15,20.985,101.39,3.78,0.78,2.28,0.0,8348.0,9127.0
2020-02-17,26.94,15.24,21.09,101.41,3.68,0.52,2.1,0.0,8559.0,9407.0
2020-02-18,26.97,14.57,20.77,101.31,3.55,0.33,1.94,0.0,8470.0,9361.0
2020-02-19,27.5,15.05,21.275,101.46,3.03,1.07,2.05,0.0,8513.0,9363.0
2020-02-20,27.66,15.48,21.57,101.5,5.62,0.62,3.12,0.0,8489.0,9349.0
2020-02-21,28.74,14.51,21.625,101.69,5.74,2.29,4.015,0.0,7066.0,8048.0
2020-02-22,29.17,16.52,22.845,101.68,5.05,0.44,2.745,0.0,8585.0,9422.0
2020-02-23,29.15,17.83,23.49,101.48,4.23,1.75,2.99,0.02,8869.0,9729.0
2020-02-24,28.75,19.24,23.995,101.24,3.25,0.24,1.745,0.12,8750.0,9500.0
2020-02-25,24.65,17.76,21.205,101.23,5.8,0.36,3.08,1.45,8750.0,9500.0
2020-02-26,25.67,18.49,22.08,101.29,3.79,0.05,1.92,0.66,8410.0,9075.0
2020-02-27,26.8,16.95,21.875,101.31,4.8,0.38,2.59,0.34,8386.0,9180.0
2020-02-28,28.08,15.39,21.735,101.26,4.84,1.85,3.345,0.0,7494.0,8365.0
2020-02-29,29.3,15.37,22.335,101.1,4.5,1.38,2.94,0.0,8762.0,9418.0
2020-03-01,29.59,17.15,23.37,101.09,4.65,2.05,3.35,0.0,8896.0,9719.0
2020-03-02,29.94,18.08,24.01,101.02,3.19,0.57,1.88,0.65,8987.0,9756.0
2020-03-03,29.58,19.5,24.54,100.97,4.62,1.04,2.83,9.76,8465.0,9340.0
2020-03-04,28.16,18.48,23.32,101.04,4.9,0.57,2.735,20.03,8863.0,9315.0
2020-03-05,28.72,18.37,23.545,101.01,3.59,1.04,2.315,6.31,8596.0,9481.0
2020-03-06,28.1,18.26,23.18,101.17,3.93,1.19,2.56,13.9,7758.0,8460.0
2020-03-07,27.97,18.4,23.185,101.25,4.45,1.25,2.85,7.49,8558.0,9346.0
2020-03-08,29.11,20.17,24.64,101.09,3.63,0.78,2.205,1.93,8805.0,9578.0
2020-03-09,28.47,17.18,22.825,101.04,4.28,1.43,2.855,0.0,8901.0,9589.0
2020-03-10,28.98,18.51,23.745,101.07,4.13,0.32,2.225,0.05,8901.0,9732.0
2020-03-11,29.55,17.89,23.72,101.05,4.02,0.1,2.06,0.0,9220.0,9954.0
2020-03-12,31.8,18.08,24.94,101.18,4.52,0.29,2.405,0.0,9871.0,10623.0
2020-03-13,33.24,19.22,26.23,101.24,5.63,0.92,3.275,0.0,9134.0,9853.0
2020-03-14,32.26,19.77,26.015,101.14,9.24,3.12,6.18,0.03,8994.0,9582.0
2020-03-15,31.01,17.55,24.28,101.16,7.67,4.58,6.125,0.09,9907.0,10361.0
2020-03-16,31.74,18.04,24.89,101.19,5.78,3.44,4.61,0.0,10088.0,10610.0
2020-03-17,30.94,18.17,24.555,101.28,4.8,1.32,3.06,0.0,9543.0,9995.0
2020-03-18,31.55,19.35,25.45,101.14,4.93,0.75,2.84,0.0,10153.0,10790.0
2020-03-19,32.5,18.76,25.63,101.0,3.6,0.29,1.945,0.0,10215.0,10593.0
2020-03-20,31.68,18.55,25.115,100.92,3.55,1.01,2.28,0.45,9147.0,9727.0
2020-03-21,32.83,20.74,26.785,100.98,3.56,0.42,1.99,0.06,9998.0,10529.0
2020-03-22,29.89,21.15,25.52,101.13,3.64,0.55,2.095,14.61,9539.0,10186.0
2020-03-23,30.36,18.3,24.33,101.07,4.68,0.31,2.495,0.26,9629.0,10093.0
2020-03-24,31.46,20.16,25.81,100.9,2.07,1.14,1.605,0.64,9812.0,10264.0
2020-03-25,32.79,20.16,26.475,100.78,3.24,0.32,1.78,0.07,9453.0,9939.0
2020-03-26,34.3,20.62,27.46,100.84,4.22,1.17,2.695,0.0,8969.0,9492.0
2020-03-27,35.52,20.73,28.125,100.91,5.25,0.87,3.06,0.0,9266.0,9834.0
2020-03-28,36.67,21.81,29.24,100.69,6.66,2.39,4.525,0.0,9585.0,10217.0
2020-03-30,36.08,20.42,28.25,100.77,6.78,1.35,4.065,0.0,9240.0,9700.0
2020-03-31,35.66,20.44,28.05,100.86,4.3,1.03,2.665,0.0,9165.0,9663.0
2020-04-01,36.39,21.73,29.06,100.67,5.55,0.8,3.175,0.0,9498.0,10113.0
2020-04-02,37.51,21.37,29.44,100.55,6.47,3.89,5.18,0.09,8270.0,8815.0
2020-04-03,36.48,23.51,29.995,100.73,5.95,1.34,3.645,3.37,8259.0,8734.0
2020-04-04,36.05,22.58,29.315,100.9,6.55,0.61,3.58,3.42,9266.0,9828.0
2020-04-05,36.34,22.32,29.33,100.89,6.12,1.63,3.875,1.8,8969.0,9454.0
2020-04-06,36.44,21.03,28.735,100.8,7.48,2.01,4.745,0.98,9404.0,10009.0
2020-04-07,37.57,20.83,29.2,100.62,7.7,2.75,5.225,1.0,9729.0,10308.0
2020-04-08,38.25,23.64,30.945,100.68,8.86,2.85,5.855,0.03,9580.0,10158.0
2020-04-09,37.08,22.58,29.83,100.72,8.07,1.68,4.875,0.06,9407.0,10019.0
2020-04-10,37.69,22.05,29.87,100.94,7.24,2.77,5.005,0.0,9498.0,10095.0
2020-04-11,36.83,24.06,30.445,100.99,7.97,3.04,5.505,4.93,6916.0,7375.0
2020-04-12,34.98,21.96,28.47,100.94,6.99,1.09,4.04,2.0,8355.0,8865.0
2020-04-13,35.47,22.28,28.875,100.76,4.84,1.4,3.12,10.49,9466.0,9967.0
2020-04-14,37.73,23.33,30.53,100.84,7.36,2.29,4.825,0.88,9736.0,10344.0
2020-04-15,34.87,24.2,29.535,100.87,6.93,0.94,3.935,27.06,7294.0,7769.0
2020-04-16,33.44,23.38,28.41,100.72,6.17,0.44,3.305,7.78,8892.0,9358.0
2020-04-17,36.16,23.7,29.93,100.59,6.65,1.0,3.825,13.92,8291.0,8830.0
2020-04-18,34.98,24.56,29.77,100.71,7.23,3.26,5.245,9.34,8313.0,8804.0
2020-04-19,35.05,24.6,29.825,100.72,7.6,4.7,6.15,7.41,8944.0,9455.0
2020-04-20,34.36,24.12,29.24,100.73,6.47,3.81,5.14,11.79,8129.0,8635.0
2020-04-21,32.34,22.53,27.435,100.85,6.2,1.56,3.88,16.44,7576.0,8041.0
2020-04-22,31.26,21.39,26.325,100.8,5.2,1.72,3.46,4.11,8091.0,8461.0
2020-04-23,32.19,22.48,27.335,100.75,5.66,1.83,3.745,9.66,6803.0,7017.0
2020-04-24,30.16,22.96,26.56,100.73,5.4,0.95,3.175,29.42,6850.0,7189.0
2020-04-25,31.01,22.55,26.78,100.75,5.28,0.56,2.92,12.6,7526.0,7969.0
2020-04-26,30.12,22.95,26.535,100.95,5.18,2.6,3.89,12.61,6863.0,7256.0
2020-04-27,28.75,23.07,25.91,101.11,5.05,2.33,3.69,11.37,8490.0,8999.0
2020-04-28,29.35,23.05,26.2,101.01,4.75,2.42,3.585,29.82,7236.0,7640.0
2020-04-29,29.56,22.61,26.085,100.81,4.52,2.27,3.395,11.58,8303.0,8743.0
2020-04-30,30.94,22.69,26.815,100.87,4.57,1.57,3.07,8.65,8072.0,8658.0
2020-05-01,30.44,23.08,26.76,100.77,4.2,1.02,2.61,16.8,7657.0,8056.0
2020-05-02,30.73,23.39,27.06,100.64,4.53,0.51,2.52,13.23,7518.0,7976.0
2020-05-03,30.76,23.61,27.185,100.63,4.3,1.38,2.84,14.79,8836.0,9279.0
2020-05-04,32.1,23.74,27.92,100.74,3.78,0.48,2.13,5.24,9613.0,10273.0
2020-05-05,32.9,24.58,28.74,100.61,3.95,2.21,3.08,5.95,9613.0,10273.0
2020-05-06,31.22,25.43,28.325,100.65,3.34,0.13,1.735,51.46,8506.0,9126.0
2020-05-07,31.84,22.95,27.395,100.67,3.02,0.63,1.825,9.6,6761.0,7103.0
2020-05-08,31.87,23.67,27.77,100.64,5.33,1.3,3.315,7.09,9478.0,9924.0
2020-05-09,32.65,23.63,28.14,100.68,5.51,1.16,3.335,21.94,9973.0,10539.0
2020-05-10,33.01,25.0,29.005,100.72,3.34,0.77,2.055,9.08,9763.0,10210.0
2020-05-11,32.8,26.37,29.585,100.72,3.22,0.37,1.795,5.16,10678.0,11068.0
2020-05-12,33.19,26.35,29.77,100.62,7.27,0.42,3.845,2.6,10940.0,11513.0
2020-05-13,32.79,24.79,28.79,100.52,7.22,3.73,5.475,0.39,9416.0,9803.0
2020-05-14,32.73,24.93,28.83,100.55,5.66,2.86,4.26,12.41,9902.0,10285.0
2020-05-15,32.63,25.28,28.955,100.37,5.38,2.61,3.995,17.6,9675.0,10142.0
2020-05-16,33.53,25.08,29.305,100.28,7.27,4.17,5.72,14.98,10830.0,11305.0
2020-05-17,33.92,25.15,29.535,100.28,6.7,1.22,3.96,29.53,11273.0,11828.0
2020-05-18,33.64,25.62,29.63,100.11,4.98,1.8,3.39,0.73,11499.0,11941.0
2020-05-19,31.26,24.91,28.085,100.08,5.22,1.05,3.135,5.07,10327.0,10788.0
2020-05-20,31.22,23.04,27.13,99.61,20.79,5.35,13.07,40.56,6108.0,6330.0
2020-05-21,29.25,25.65,27.45,99.41,21.3,7.55,14.425,80.32,7121.0,7411.0
2020-05-22,32.12,24.76,28.44,100.18,7.13,0.55,3.84,5.2,8893.0,9308.0
2020-05-23,33.5,25.37,29.435,100.35,7.66,3.74,5.7,0.88,9835.0,10242.0
