date,temp2_max(c),temp2_min(c),temp2_ave(c),suface_pressure(pa),wind_speed50_max(m/s),wind_speed50_min(m/s),wind_speed50_ave(m/s),prectotcorr,total_demand(mw),max_generation(mw)
2018-01-01,24.48,13.78,19.13,101.08,5.05,0.23,2.64,0.0,8000.0,7651.0
2018-01-02,23.16,15.28,19.22,100.94,6.2,1.59,3.895,0.01,7900.0,7782.0
2018-01-03,22.65,11.52,17.085,101.12,6.96,3.64,5.3,0.17,7900.0,7707.0
2018-01-04,20.32,8.19,14.255,101.34,5.91,1.54,3.725,0.34,8000.0,7715.0
2018-01-05,20.79,8.24,14.515,101.17,6.02,3.09,4.555,0.0,7200.0,6926.0
2018-01-06,21.08,7.8,14.44,101.1,5.72,2.17,3.945,0.0,8000.0,7616.0
2018-01-07,19.84,7.42,13.63,101.26,4.6,1.73,3.165,0.0,7900.0,7700.0
2018-01-08,19.33,8.52,13.925,101.48,4.36,0.71,2.535,0.0,7900.0,7868.0
2018-01-09,19.47,7.08,13.275,101.59,3.59,1.54,2.565,0.0,7900.0,7895.0
2018-01-10,19.65,6.43,13.04,101.61,4.88,1.43,3.155,0.0,8000.0,7755.0
2018-01-11,19.15,7.83,13.49,101.53,3.72,1.34,2.53,0.0,7900.0,7972.0
2018-01-12,20.31,8.9,14.605,101.43,3.56,1.34,2.45,0.0,7500.0,7020.0
2018-01-13,20.99,10.04,15.515,101.37,3.43,0.09,1.76,0.0,7900.0,7842.0
2018-01-14,21.15,9.95,15.55,101.42,5.84,1.96,3.9,0.0,8100.0,7627.0
2018-01-15,21.63,9.28,15.455,101.33,5.25,1.83,3.54,0.0,7900.0,7970.0
2018-01-16,22.05,10.21,16.13,101.28,5.23,2.21,3.72,0.0,8000.0,7784.0
2018-01-17,22.9,10.01,16.455,101.28,5.81,1.77,3.79,0.0,7900.0,8061.0
2018-01-18,23.89,10.44,17.165,101.26,5.5,1.52,3.51,0.0,8100.0,7878.0
2018-01-19,22.87,9.63,16.25,101.36,4.24,1.81,3.025,0.0,7500.0,7273.0
2018-01-20,22.49,10.07,16.28,101.26,3.62,1.22,2.42,0.0,8000.0,7684.0
2018-01-21,22.87,11.45,17.16,101.24,5.1,0.5,2.8,0.0,8100.0,7841.0
2018-01-22,23.3,9.4,16.35,101.13,4.69,1.25,2.97,0.0,8100.0,7810.0
2018-01-23,23.42,10.46,16.94,101.03,4.31,1.52,2.915,0.0,8200.0,7881.0
2018-01-24,23.5,11.77,17.635,100.9,3.05,0.64,1.845,0.0,8100.0,7973.0
2018-01-25,24.79,12.3,18.545,100.93,4.7,2.16,3.43,0.0,8100.0,8183.0
2018-01-26,23.57,10.65,17.11,101.05,5.12,1.45,3.285,0.0,7700.0,7285.0
2018-01-27,21.98,10.94,16.46,101.15,3.73,1.21,2.47,0.0,8000.0,8051.0
2018-01-28,21.67,10.28,15.975,101.33,3.7,0.42,2.06,0.0,8300.0,8144.0
2018-01-29,21.89,10.91,16.4,101.4,3.51,0.34,1.925,0.0,8300.0,8251.0
2018-01-30,22.49,10.44,16.465,101.26,3.6,0.62,2.11,0.0,8350.0,8231.0
2018-01-31,23.34,9.77,16.555,101.15,5.0,1.52,3.26,0.0,8350.0,8186.0
2018-02-01,24.08,11.26,17.67,101.11,5.28,0.58,2.93,0.0,8350.0,8162.0
2018-02-02,24.43,13.89,19.16,101.14,2.41,0.46,1.435,0.0,7500.0,7262.0
2018-02-03,25.28,13.46,19.37,101.25,3.26,0.69,1.975,0.0,8000.0,8109.0
2018-02-04,26.72,13.15,19.935,101.21,5.11,0.66,2.885,0.0,8350.0,8139.0
2018-02-05,26.83,14.74,20.785,101.48,5.38,0.63,3.005,0.0,8350.0,8247.0
2018-02-06,26.36,15.79,21.075,101.3,4.28,0.8,2.54,0.0,8400.0,7976.0
2018-02-07,27.22,13.75,20.485,101.05,4.7,2.62,3.66,0.0,8400.0,8258.0
2018-02-08,26.51,16.03,21.27,100.97,6.64,2.52,4.58,0.0,8400.0,8115.0
2018-02-09,27.65,13.31,20.48,101.04,5.95,1.17,3.56,0.01,7500.0,7449.0
2018-02-10,26.16,15.9,21.03,101.34,5.55,1.69,3.62,0.2,8350.0,8144.0
2018-02-11,25.78,14.37,20.075,101.56,3.77,0.76,2.265,0.14,8400.0,8032.0
2018-02-12,27.36,12.73,20.045,101.61,7.35,1.37,4.36,0.0,8300.0,8165.0
2018-02-13,28.22,12.49,20.355,101.66,7.02,2.67,4.845,0.0,8400.0,8421.0
2018-02-14,27.28,14.75,21.015,101.62,5.44,2.59,4.015,0.0,8600.0,8419.0
2018-02-15,27.08,14.18,20.63,101.68,4.09,2.23,3.16,0.0,8500.0,8288.0
2018-02-16,26.77,12.3,19.535,101.46,4.91,2.51,3.71,0.0,7700.0,7455.0
2018-02-17,27.15,14.16,20.655,101.09,3.64,0.41,2.025,0.0,8100.0,8158.0
2018-02-18,27.87,16.01,21.94,101.04,3.27,0.34,1.805,0.0,8450.0,8465.0
2018-02-19,28.64,15.3,21.97,101.12,3.44,0.34,1.89,0.0,8600.0,8551.0
2018-02-20,28.98,16.46,22.72,101.1,3.36,0.75,2.055,0.0,8700.0,8553.0
2018-02-21,29.65,17.1,23.375,100.91,4.36,0.59,2.475,0.0,8400.0,7631.0
2018-02-22,29.37,16.3,22.835,100.88,3.84,0.77,2.305,0.0,8600.0,8508.0
2018-02-23,31.02,17.77,24.395,100.96,4.64,1.38,3.01,0.0,7700.0,7980.0
2018-02-24,31.94,17.83,24.885,101.16,3.67,1.59,2.63,0.03,8500.0,8848.0
2018-02-25,32.84,18.1,25.47,101.1,4.16,0.35,2.255,0.06,9200.0,8763.0
2018-02-26,31.22,18.65,24.935,100.96,5.39,0.23,2.81,21.14,8500.0,8060.0
2018-02-27,30.12,18.53,24.325,101.05,4.96,0.45,2.705,8.05,8600.0,8768.0
2018-02-28,29.95,17.89,23.92,101.02,4.8,0.67,2.735,0.63,9000.0,8794.0
2018-03-01,30.44,19.96,25.2,100.91,3.05,0.41,1.73,0.0,9000.0,8835.0
2018-03-02,31.32,18.31,24.815,100.76,3.92,1.0,2.46,0.0,8500.0,8316.0
2018-03-03,32.95,18.04,25.495,100.5,7.3,1.95,4.625,0.0,9000.0,9262.0
2018-03-04,33.69,17.15,25.42,100.65,7.84,1.17,4.505,0.0,9500.0,9032.0
2018-03-05,33.8,18.78,26.29,100.84,6.4,1.63,4.015,0.0,9500.0,9015.0
2018-03-06,33.26,18.74,26.0,100.87,5.74,1.26,3.5,0.02,9600.0,9307.0
2018-03-07,32.33,16.93,24.63,101.07,4.62,1.43,3.025,0.02,9600.0,9431.0
2018-03-08,31.41,15.9,23.655,101.12,4.22,2.56,3.39,0.0,9600.0,9241.0
2018-03-09,32.38,18.12,25.25,100.98,4.3,1.41,2.855,0.0,8700.0,8306.0
2018-03-10,32.57,18.3,25.435,100.97,3.59,0.45,2.02,0.0,9500.0,9249.0
2018-03-11,33.28,17.22,25.25,101.01,5.41,0.2,2.805,0.0,9500.0,9454.0
2018-03-12,34.02,17.26,25.64,100.93,5.64,1.62,3.63,0.0,9600.0,9533.0
2018-03-13,33.9,20.14,27.02,100.88,6.34,1.66,4.0,0.0,9700.0,9616.0
2018-03-14,33.55,18.23,25.89,100.8,6.38,1.27,3.825,0.0,9800.0,9494.0
2018-03-15,34.48,19.37,26.925,100.7,5.35,1.12,3.235,0.0,9700.0,9715.0
2018-03-16,34.19,20.44,27.315,100.61,8.49,0.73,4.61,0.14,8600.0,8842.0
2018-03-17,34.94,21.74,28.34,100.72,7.09,1.09,4.09,0.41,9300.0,9467.0
2018-03-18,34.47,21.08,27.775,100.95,5.03,1.92,3.475,0.03,9900.0,9939.0
2018-03-19,35.12,19.66,27.39,101.06,5.47,0.91,3.19,0.11,10000.0,10084.0
2018-03-20,34.85,19.88,27.365,100.85,3.51,0.15,1.83,0.0,10100.0,9578.0
2018-03-21,35.1,19.08,27.09,100.76,4.71,0.45,2.58,0.0,10000.0,9714.0
2018-03-22,35.58,20.2,27.89,100.56,6.82,1.63,4.225,0.0,10000.0,9819.0
2018-03-23,35.54,21.3,28.42,100.61,6.98,2.1,4.54,0.08,9300.0,9344.0
2018-03-24,34.85,22.33,28.59,100.93,6.73,1.4,4.065,0.87,9700.0,9470.0
2018-03-25,35.03,23.19,29.11,101.07,4.35,0.59,2.47,2.06,9950.0,8962.0
2018-03-26,34.74,22.95,28.845,100.93,6.51,1.79,4.15,7.24,9600.0,8654.0
2018-03-27,34.26,21.56,27.91,100.81,7.25,0.42,3.835,4.79,9700.0,9318.0
2018-03-28,35.07,22.35,28.71,100.74,6.95,1.29,4.12,4.59,9900.0,9306.0
2018-03-29,35.18,22.17,28.675,100.68,8.05,3.12,5.585,0.53,10200.0,9147.0
2018-03-30,36.08,22.42,29.25,100.68,8.84,3.94,6.39,1.24,9600.0,5487.0
2018-03-31,30.8,22.53,26.665,100.87,6.55,1.46,4.005,38.09,7500.0,8314.0
2018-04-01,32.01,20.07,26.04,100.88,4.23,0.2,2.215,9.16,9900.0,9147.0
2018-04-02,29.91,21.15,25.53,100.93,4.28,1.47,2.875,0.67,9950.0,9258.0
2018-04-03,33.95,21.39,27.67,100.8,4.27,0.81,2.54,0.03,9900.0,9350.0
2018-04-04,35.08,22.18,28.63,100.62,3.32,0.33,1.825,0.0,9900.0,9248.0
2018-04-05,32.79,22.23,27.51,100.53,4.5,3.16,3.83,0.29,9750.0,7443.0
2018-04-06,30.29,21.9,26.095,100.75,5.88,1.73,3.805,21.79,8500.0,8396.0
2018-04-07,29.37,22.2,25.785,100.91,5.93,1.58,3.755,9.23,9000.0,9255.0
2018-04-08,29.03,22.98,26.005,100.99,4.82,0.51,2.665,12.98,9800.0,9200.0
2018-04-09,30.86,21.69,26.275,100.99,3.64,1.45,2.545,7.12,9800.0,9510.0
2018-04-10,31.85,22.65,27.25,100.83,4.3,1.74,3.02,1.88,9900.0,9355.0
2018-04-11,32.17,21.97,27.07,100.73,4.92,0.98,2.95,15.67,10000.0,8943.0
2018-04-12,32.66,21.78,27.22,100.63,5.41,1.6,3.505,7.8,9650.0,8917.0
2018-04-13,32.63,21.58,27.105,100.71,5.73,1.75,3.74,4.48,9200.0,9257.0
2018-04-14,33.65,22.51,28.08,100.6,7.77,2.55,5.16,16.09,9300.0,7665.0
2018-04-15,34.04,22.19,28.115,100.63,7.47,1.08,4.275,7.65,9800.0,9961.0
2018-04-16,34.4,22.51,28.455,100.73,3.77,0.26,2.015,2.6,10100.0,9702.0
2018-04-17,33.18,23.62,28.4,100.78,6.91,0.69,3.8,13.49,10100.0,8464.0
2018-04-18,32.44,23.36,27.9,100.63,6.6,2.71,4.655,12.9,10000.0,9758.0
2018-04-19,32.44,23.58,28.01,100.43,8.02,3.83,5.925,18.79,10000.0,9425.0
2018-04-20,33.41,24.01,28.71,100.44,9.27,4.91,7.09,11.96,9600.0,8095.0
2018-04-21,33.1,24.84,28.97,100.39,7.36,5.33,6.345,28.97,9600.0,8498.0
2018-04-22,32.83,24.86,28.845,100.53,6.99,3.62,5.305,13.71,9800.0,8461.0
2018-04-23,33.3,24.3,28.8,100.61,6.82,1.62,4.22,3.28,10000.0,9778.0
2018-04-24,33.62,24.19,28.905,100.57,7.08,1.69,4.385,5.44,10300.0,10137.0
2018-04-25,32.69,23.07,27.88,100.48,7.03,3.17,5.1,3.99,10500.0,8591.0
2018-04-26,30.91,23.47,27.19,100.63,5.66,2.77,4.215,22.17,10100.0,9261.0
2018-04-27,28.37,23.4,25.885,100.84,4.93,2.2,3.565,14.33,8600.0,8876.0
2018-04-28,30.83,21.94,26.385,100.74,6.05,1.14,3.595,23.11,9500.0,9573.0
2018-04-29,30.36,23.14,26.75,100.52,8.73,3.95,6.34,59.54,9500.0,7807.0
2018-04-30,30.23,22.94,26.585,100.56,5.88,4.47,5.175,68.49,9500.0,6579.0
2018-05-01,30.24,23.32,26.78,100.65,4.52,0.48,2.5,30.31,9000.0,6579.0
2018-05-02,30.26,23.39,26.825,100.72,4.56,2.92,3.74,4.82,9000.0,6579.0
2018-05-03,29.88,23.6,26.74,100.81,4.41,2.07,3.24,10.77,9000.0,9091.0
2018-05-04,30.29,24.0,27.145,100.69,4.75,2.55,3.65,16.3,9000.0,8024.0
2018-05-05,31.65,23.48,27.565,100.57,7.9,3.09,5.495,26.9,9300.0,8883.0
2018-05-06,32.69,24.8,28.745,100.51,8.66,4.76,6.71,6.76,6400.0,9758.0
2018-05-07,32.95,25.42,29.185,100.33,8.07,6.54,7.305,13.12,9800.0,9641.0
2018-05-08,33.68,25.48,29.58,100.27,8.1,5.36,6.73,3.22,10000.0,9566.0
2018-05-09,33.0,25.88,29.44,100.46,7.87,4.3,6.085,9.07,10000.0,9446.0
2018-05-10,31.69,25.14,28.415,100.71,8.38,4.12,6.25,18.57,10000.0,8033.0
2018-05-11,31.11,24.33,27.72,100.61,6.8,1.55,4.175,7.04,8500.0,6549.0
2018-05-12,31.33,24.96,28.145,100.63,4.64,1.23,2.935,5.19,9500.0,9449.0
2018-05-13,30.91,24.52,27.715,100.62,7.11,2.72,4.915,7.68,10200.0,9160.0
2018-05-14,29.97,24.66,27.315,100.65,5.92,1.21,3.565,11.09,10000.0,9464.0
2018-05-15,30.76,23.59,27.175,100.51,6.12,1.94,4.03,18.35,10000.0,9313.0
2018-05-16,29.23,23.61,26.42,100.46,5.84,1.93,3.885,22.36,9600.0,8753.0
2018-05-17,30.35,23.69,27.02,100.38,4.93,0.8,2.865,13.19,9800.0,9703.0
2018-05-18,31.4,24.1,27.75,100.29,4.44,1.45,2.945,16.93,9000.0,8668.0
2018-05-19,31.62,24.58,28.1,100.27,6.16,1.45,3.805,14.74,9700.0,9917.0
2018-05-20,32.13,25.01,28.57,100.34,7.16,2.41,4.785,16.92,10000.0,9715.0
2018-05-23,30.07,25.88,27.975,100.43,6.6,3.62,5.11,41.0,10000.0,9904.0
2018-05-24,29.61,25.76,27.685,100.31,6.45,4.56,5.505,7.9,10200.0,10130.0
2018-05-25,30.24,25.9,28.07,100.22,7.2,5.28,6.24,12.54,9900.0,8960.0
2018-05-26,30.89,26.39,28.64,100.26,6.73,4.71,5.72,14.73,10000.0,10699.0
2018-05-27,31.28,25.63,28.455,100.31,6.21,3.96,5.085,5.58,11000.0,10825.0
2018-05-28,31.97,25.9,28.935,100.06,5.66,4.12,4.89,2.51,11000.0,10958.0
2018-05-29,33.05,25.34,29.195,100.01,5.4,1.02,3.21,35.71,11000.0,10875.0
2018-05-30,33.47,25.16,29.315,100.03,6.34,1.83,4.085,34.97,11000.0,9869.0
2018-05-31,31.15,26.07,28.61,100.31,6.14,4.08,5.11,36.41,10000.0,9887.0
2018-06-01,29.29,25.21,27.25,100.51,5.59,3.37,4.48,13.78,9800.0,9198.0
2018-06-02,29.55,24.62,27.085,100.44,4.49,1.35,2.92,15.86,9800.0,10364.0
2018-06-03,31.31,25.51,28.41,100.14,4.77,2.88,3.825,8.85,11000.0,10602.0
2018-06-04,30.36,26.39,28.375,100.14,4.52,3.02,3.77,26.04,11000.0,10716.0
2018-06-05,31.3,24.91,28.105,100.36,6.28,2.16,4.22,9.49,11000.0,10903.0
2018-06-06,32.12,25.77,28.945,100.34,4.83,1.3,3.065,3.43,11000.0,10948.0
2018-06-07,31.37,27.08,29.225,100.05,4.61,1.31,2.96,6.96,11300.0,10907.0
2018-06-08,31.19,26.51,28.85,99.8,4.1,1.23,2.665,4.4,10200.0,10561.0
2018-06-09,32.17,26.91,29.54,99.43,4.58,0.12,2.35,7.11,11000.0,10249.0
2018-06-10,30.51,26.7,28.605,99.17,8.62,2.75,5.685,28.75,11200.0,10044.0
2018-06-11,31.73,26.63,29.18,99.03,9.73,2.91,6.32,6.74,10800.0,10480.0
2018-06-12,30.86,27.28,29.07,99.17,5.62,3.03,4.325,14.61,11000.0,9286.0
2018-06-13,31.65,26.89,29.27,99.26,7.01,4.73,5.87,14.19,10700.0,10263.0
2018-06-14,32.04,27.02,29.53,99.47,7.15,4.22,5.685,5.87,10500.0,9944.0
2018-06-15,32.28,26.91,29.595,99.63,7.23,5.72,6.475,16.49,10000.0,8616.0
2018-06-16,30.58,26.75,28.665,99.84,7.38,5.5,6.44,9.82,9000.0,7749.0
2018-06-17,33.55,26.41,29.98,99.77,6.68,2.44,4.56,7.01,9200.0,8503.0
2018-06-18,32.76,26.32,29.54,99.75,5.92,4.19,5.055,10.38,9500.0,9132.0
2018-06-19,31.98,26.99,29.485,99.85,6.06,4.52,5.29,21.66,9500.0,8229.0
2018-06-20,31.0,26.64,28.82,100.06,5.47,2.73,4.1,15.49,9500.0,9186.0
2018-06-21,30.83,26.98,28.905,100.13,5.9,4.41,5.155,5.6,9700.0,9641.0
2018-06-22,30.62,26.51,28.565,100.09,6.79,3.95,5.37,4.02,9500.0,9651.0
2018-06-23,30.87,26.59,28.73,100.03,6.47,3.73,5.1,13.41,10000.0,10021.0
2018-06-24,30.07,26.41,28.24,99.93,6.43,4.12,5.275,18.77,10500.0,9839.0
2018-06-25,31.46,26.45,28.955,99.76,6.0,3.17,4.585,17.99,10500.0,10094.0
2018-06-26,31.95,26.3,29.125,99.76,6.51,1.02,3.765,15.68,10600.0,10337.0
2018-06-27,31.08,26.13,28.605,99.94,11.39,5.61,8.5,8.25,10700.0,10426.0
2018-06-28,30.47,26.18,28.325,100.24,7.95,5.0,6.475,15.3,10700.0,10359.0
2018-06-29,31.87,25.72,28.795,100.19,6.34,4.47,5.405,2.07,10000.0,9456.0
2018-06-30,30.83,26.11,28.47,100.1,7.26,5.3,6.28,0.5,10900.0,10679.0
2018-07-01,30.4,26.43,28.415,100.08,7.11,5.47,6.29,20.36,11000.0,10490.0
2018-07-02,31.39,26.61,29.0,99.95,7.23,5.98,6.605,16.65,11000.0,10639.0
2018-07-03,29.54,26.56,28.05,99.85,8.42,6.01,7.215,65.41,10800.0,10639.0
2018-07-04,29.47,26.35,27.91,99.81,8.55,5.09,6.82,21.56,10800.0,10046.0
2018-07-05,31.94,26.3,29.12,99.81,6.15,3.05,4.6,3.89,10500.0,10754.0
2018-07-06,32.37,26.62,29.495,99.75,6.19,3.3,4.745,4.5,10300.0,10426.0
2018-07-07,32.69,26.55,29.62,99.74,6.36,4.17,5.265,0.44,10700.0,11059.0
2018-07-08,31.51,26.74,29.125,99.76,9.81,4.73,7.27,2.29,11300.0,10791.0
2018-07-09,32.23,26.62,29.425,99.83,7.84,5.48,6.66,7.88,11000.0,10966.0
2018-07-10,30.33,26.65,28.49,99.86,7.07,5.2,6.135,20.19,11200.0,10975.0
2018-07-11,31.42,26.56,28.99,99.75,6.12,4.2,5.16,1.51,11300.0,11210.0
2018-07-12,30.35,26.79,28.57,99.68,7.41,4.52,5.965,5.73,11400.0,11149.0
2018-07-13,31.72,26.97,29.345,99.7,5.91,4.32,5.115,1.56,11000.0,10304.0
2018-07-14,31.6,26.65,29.125,99.64,4.88,3.65,4.265,1.87,11500.0,11306.0
2018-07-15,32.05,26.71,29.38,99.61,9.03,4.64,6.835,1.62,11500.0,11113.0
2018-07-16,32.56,26.93,29.745,99.65,9.55,4.99,7.27,6.69,11300.0,10978.0
2018-07-17,32.19,26.74,29.465,99.74,7.45,6.08,6.765,9.8,11300.0,10928.0
2018-07-18,32.92,26.67,29.795,99.76,5.69,4.48,5.085,3.81,11400.0,11184.0
2018-07-19,34.12,27.15,30.635,99.61,3.74,1.41,2.575,0.91,11600.0,11144.0
2018-07-20,33.55,27.26,30.405,99.51,9.1,1.2,5.15,3.15,11300.0,10357.0
2018-07-21,31.3,26.83,29.065,99.64,11.09,5.85,8.47,16.9,11600.0,10621.0
2018-07-22,31.35,26.69,29.02,99.72,13.68,6.89,10.285,18.88,11400.0,10670.0
2018-07-23,30.71,26.16,28.435,99.91,7.07,5.38,6.225,42.17,11400.0,10271.0
2018-07-24,30.68,26.53,28.605,100.0,5.61,2.11,3.86,59.27,11200.0,9945.0
2018-07-25,30.67,26.33,28.5,99.97,5.74,3.77,4.755,68.95,9800.0,10340.0
2018-07-26,30.83,25.74,28.285,99.9,6.8,3.11,4.955,40.06,10600.0,10256.0
2018-07-27,31.18,26.03,28.605,99.78,7.4,3.39,5.395,33.62,10500.0,9613.0
2018-07-28,31.04,26.01,28.525,99.86,6.8,3.91,5.355,23.99,11000.0,10359.0
2018-07-29,30.08,26.19,28.135,99.83,6.23,4.55,5.39,22.72,10000.0,10552.0
2018-07-30,30.65,26.3,28.475,99.79,7.17,3.02,5.095,15.1,11400.0,10538.0
2018-07-31,30.07,25.9,27.985,99.76,6.28,3.88,5.08,9.35,11200.0,10651.0
2018-08-01,31.88,25.76,28.82,99.68,8.59,1.95,5.27,23.87,11200.0,10115.0
2018-08-02,29.28,25.74,27.51,99.9,8.41,5.95,7.18,7.23,10800.0,10086.0
2018-08-03,30.88,25.97,28.425,99.87,6.62,4.54,5.58,19.1,10200.0,9727.0
2018-08-04,31.73,26.28,29.005,99.82,5.78,3.03,4.405,5.27,10500.0,10518.0
2018-08-05,31.77,26.24,29.005,99.82,5.4,3.95,4.675,10.02,11400.0,10862.0
2018-08-06,30.14,26.58,28.36,99.72,6.9,0.38,3.64,13.32,11400.0,10646.0
2018-08-07,30.24,26.05,28.145,99.8,6.56,0.91,3.735,4.28,11300.0,10862.0
2018-08-08,29.87,25.62,27.745,100.04,6.3,4.38,5.34,1.01,11500.0,10902.0
2018-08-09,31.61,25.93,28.77,100.17,5.65,4.09,4.87,0.7,11500.0,11045.0
2018-08-10,31.99,26.16,29.075,100.06,5.18,2.59,3.885,1.39,10500.0,10617.0
2018-08-11,31.52,26.78,29.15,99.82,6.46,3.91,5.185,3.17,11400.0,11095.0
2018-08-12,30.73,26.72,28.725,99.66,6.11,2.8,4.455,4.47,11800.0,10086.0
2018-08-13,32.12,26.37,29.245,99.67,5.39,3.14,4.265,1.34,10200.0,11174.0
2018-08-14,30.01,26.69,28.35,99.65,5.85,2.73,4.29,2.62,11800.0,11099.0
2018-08-15,30.62,26.86,28.74,99.93,9.37,4.47,6.92,14.77,11000.0,10512.0
2018-08-16,31.65,26.69,29.17,100.08,6.64,4.9,5.77,8.67,11800.0,11152.0
2018-08-17,29.94,26.33,28.135,99.87,4.8,1.7,3.25,5.36,11000.0,10940.0
2018-08-18,31.38,26.4,28.89,99.69,3.3,1.41,2.355,5.76,11500.0,10885.0
2018-08-19,33.05,26.98,30.015,99.61,7.8,1.02,4.41,7.28,11500.0,10727.0
2018-08-20,32.07,26.57,29.32,99.88,7.39,3.16,5.275,13.97,11000.0,9839.0
2018-08-21,31.92,26.33,29.125,99.95,6.16,3.54,4.85,9.46,10100.0,9064.0
2018-08-22,32.12,26.58,29.35,99.89,5.77,4.15,4.96,4.51,8800.0,8955.0
2018-08-23,30.87,27.08,28.975,99.92,5.68,3.91,4.795,10.18,9200.0,9040.0
2018-08-24,30.36,26.74,28.55,99.95,5.79,4.19,4.99,7.72,9500.0,8996.0
2018-08-25,31.65,26.16,28.905,99.86,5.52,4.45,4.985,14.76,9500.0,9330.0
2018-08-26,31.39,26.48,28.935,99.78,6.58,2.4,4.49,3.31,10400.0,9725.0
2018-08-27,29.99,26.29,28.14,99.9,6.43,2.77,4.6,2.15,10500.0,9901.0
2018-08-28,31.27,26.04,28.655,100.11,7.12,5.56,6.34,4.39,10800.0,10127.0
2018-08-29,31.8,25.93,28.865,100.17,6.94,4.33,5.635,6.62,10800.0,10340.0
2018-08-30,31.73,26.06,28.895,100.04,6.3,3.82,5.06,3.9,11000.0,10540.0
2018-08-31,32.23,26.23,29.23,100.04,6.41,3.85,5.13,4.08,10700.0,10142.0
2018-09-01,30.39,26.51,28.45,100.19,6.82,4.03,5.425,9.58,10800.0,10617.0
2018-09-02,30.97,25.87,28.42,100.26,7.1,5.46,6.28,15.14,11100.0,10225.0
2018-09-03,30.98,26.08,28.53,100.16,6.02,4.55,5.285,12.57,11300.0,11015.0
2018-09-04,32.26,25.54,28.9,100.12,4.46,0.84,2.65,6.25,11500.0,10892.0
2018-09-05,31.33,25.98,28.655,99.98,6.88,1.93,4.405,7.05,11400.0,10852.0
2018-09-06,30.88,24.94,27.91,100.04,11.2,6.06,8.63,4.93,11500.0,10637.0
2018-09-07,31.59,25.5,28.545,100.36,8.62,5.42,7.02,1.27,10700.0,10266.0
2018-09-08,32.08,25.19,28.635,100.44,5.84,3.3,4.57,0.46,11400.0,10898.0
2018-09-09,30.19,25.72,27.955,100.53,6.24,3.5,4.87,0.35,11600.0,11129.0
2018-09-12,30.54,26.05,28.295,100.4,6.72,3.99,5.355,12.61,11300.0,10625.0
2018-09-13,30.88,25.83,28.355,100.31,5.84,3.45,4.645,70.46,11000.0,10830.0
2018-09-14,30.19,25.98,28.085,100.45,5.49,2.09,3.79,31.6,10500.0,10277.0
2018-09-15,31.62,26.08,28.85,100.51,3.93,0.39,2.16,0.83,11400.0,11292.0
2018-09-16,31.76,25.45,28.605,100.34,4.05,1.52,2.785,0.06,11500.0,11289.0
2018-09-17,32.43,25.32,28.875,100.16,4.36,2.01,3.185,0.02,11600.0,11534.0
2018-09-18,31.96,25.76,28.86,100.17,4.91,1.33,3.12,0.0,11800.0,11363.0
2018-09-19,32.06,26.02,29.04,100.21,4.44,2.05,3.245,0.66,11500.0,11623.0
2018-09-20,30.01,26.28,28.145,100.43,4.94,1.25,3.095,19.37,11800.0,10420.0
2018-09-23,31.6,24.98,28.29,100.98,3.88,1.29,2.585,0.16,11600.0,11432.0
2018-09-24,30.98,25.23,28.105,100.75,6.52,2.7,4.61,0.05,11700.0,11557.0
2018-09-25,30.28,25.69,27.985,100.57,6.44,2.91,4.675,0.92,11700.0,11140.0
2018-09-26,29.9,25.65,27.775,100.56,5.16,2.02,3.59,1.06,11700.0,11348.0
2018-09-27,30.84,24.77,27.805,100.64,3.96,1.02,2.49,4.29,11600.0,10946.0
2018-09-28,31.4,25.48,28.44,100.68,2.93,0.98,1.955,4.28,11000.0,10891.0
2018-09-29,32.51,25.26,28.885,100.64,3.3,1.07,2.185,1.58,11500.0,11280.0
2018-09-30,32.67,25.24,28.955,100.63,3.12,2.18,2.65,0.09,11700.0,11574.0
2018-10-01,32.84,24.6,28.72,100.71,3.28,1.3,2.29,0.03,11900.0,11198.0
2018-10-02,32.35,23.37,27.86,100.76,3.88,2.61,3.245,0.0,11600.0,11485.0
2018-10-03,31.62,23.57,27.595,100.77,3.83,1.36,2.595,1.22,11800.0,11472.0
2018-10-04,32.66,24.05,28.355,100.82,2.6,0.27,1.435,4.51,11600.0,11394.0
2018-10-05,31.68,23.92,27.8,100.87,3.23,0.6,1.915,3.32,11200.0,10548.0
2018-10-06,31.41,24.68,28.045,100.86,2.79,1.01,1.9,1.41,11500.0,11431.0
2018-10-07,31.33,23.76,27.545,100.85,2.63,1.05,1.84,0.82,11600.0,11400.0
2018-10-08,31.74,24.5,28.12,100.8,3.14,0.67,1.905,0.0,11700.0,11205.0
2018-10-09,31.11,23.87,27.49,100.79,5.08,0.63,2.855,0.0,11500.0,10891.0
2018-10-10,29.08,23.48,26.28,100.83,5.84,1.37,3.605,3.97,11000.0,9966.0
2018-10-11,25.73,23.34,24.535,100.96,7.5,5.32,6.41,19.52,10500.0,9110.0
2018-10-12,28.38,22.84,25.61,100.95,5.95,3.98,4.965,1.55,9500.0,8103.0
2018-10-13,25.68,23.37,24.525,100.9,6.18,3.75,4.965,6.57,9500.0,8830.0
2018-10-14,28.87,22.3,25.585,100.89,5.09,2.36,3.725,10.61,10800.0,9456.0
2018-10-15,30.3,21.3,25.8,101.09,3.42,2.16,2.79,0.72,10800.0,9862.0
2018-10-16,29.74,20.95,25.345,101.1,3.34,0.38,1.86,0.0,10600.0,9886.0
